,Club,Last Name,First Name,Pos,Base Salary,Guaranteed Compensation,Year
1939,VAN,Nolly,Jay,GK,"$        65,000.00","$             65,000.00",2011
1940,SEA,Noonan,Pat,F,"$        48,000.00","$             48,000.00",2011
1941,CHI,Nyarko,Patrick,F,"$      110,000.00","$           190,000.00",2011
1942,COL,Nyassi,Sanna,M,"$        42,000.00","$             42,000.00",2011
1943,NE,Nyassi,Sainey,M,"$        80,000.00","$             86,750.00",2011
1944,SEA,Ochoa,Sammy,F,"$        42,000.00","$             44,500.00",2011
1945,CHI,Oduro,Dominic,F,"$        95,004.00","$             97,004.00",2011
1946,PHI,Okugo,Amobi,M,"$        85,000.00","$           168,000.00",2011
1947,RSL,Olave,Jamison,D,"$      124,992.00","$           174,992.00",2011
1948,TFC,Omphroy,Demitrius,D,"$        42,000.00","$             42,000.00",2011
1949,SJ,Opara,Ike,D,"$      100,000.00","$           185,900.00",2011
1950,CLB,O'Rourke,Danny,D,"$      121,000.00","$           133,500.00",2011
1951,CHI,Paladini,Daniel,M,"$        75,000.00","$             79,478.25",2011
1952,COL,Palguta,Scott,D,"$        60,638.00","$             60,638.00",2011
1953,POR,Palmer,Lovel,M,"$        75,000.00","$             86,250.00",2011
1954,CHI,Pantazopoulos,Pari,D,"$        32,604.00","$             32,604.00",2011
1955,CHI,Pappa,Marco,M,"$      120,000.00","$           125,000.00",2011
1956,CHI,Pardo,Pavel,M,"$      129,996.00","$           159,996.00",2011
1957,SEA,Parke,Jeff,D,"$      136,500.00","$           136,500.00",2011
1958,NY,Paulo,Marcos,F,"$        82,000.00","$             82,000.00",2011
1959,PHI,Paunovic,Veljko,M/F,"$        90,000.00","$             90,000.00",2011
1960,CHI,Pause,Logan,M,"$      176,000.00","$           184,125.00",2011
1961,CHV,Pearce,Heath,D,"$      247,825.00","$           257,325.00",2011
1962,LA,Perk,Brian,GK,"$        71,250.00","$           105,350.00",2011
1963,POR,Perkins,Troy,GK,"$      250,000.00","$           280,000.00",2011
1964,POR,Perlaza,Jorge,F,"$      100,000.00","$           115,000.00",2011
1965,SJ,Peterson,Jacob,F,"$      142,500.00","$           150,775.00",2011
1966,KC,Peterson,Joseph,M,"$        42,000.00","$             42,000.00",2011
1967,PHI,Pfeffer,Zach,M,"$        55,000.00","$             65,000.00",2011
1968,NE,Phelan,Pat,M,"$        60,000.00","$             60,000.00",2011
1969,COL,Pickens,Matt,GK,"$      155,250.00","$           157,750.00",2011
1970,CHI,Pineda,Victor,M,"$        42,000.00","$             48,742.42",2011
1971,TFC,Plata,Joao,F,"$        42,000.00","$             42,000.00",2011
1972,DC,Pontius,Chris,M-F,"$      125,000.00","$           136,250.00",2011
1973,POR,Pore,Ryan,M,"$        80,000.00","$             80,000.00",2011
1974,CLB,Prim,Santiago,M,"$        32,600.00","$             32,600.00",2011
1975,POR,Purdy,Steve,D,"$        42,000.00","$             42,000.00",2011
1976,DC,Quaranta,Santino,M-F,"$      115,000.00","$           117,500.00",2011
1977,NY,Ream,Tim,D,"$        55,125.00","$             62,625.00",2011
1978,NE,Reis,Matt,GK,"$      187,312.00","$           191,112.00",2011
1979,CLB,Renteria,Emilio,F,"$      120,000.00","$           121,875.00",2011
1980,RSL,Reynish,Kyle,GK,"$        50,000.00","$             58,304.00",2011
1981,LA,Ribeiro Da Silva,Leonardo,D,"$        90,000.00","$           100,000.00",2011
1982,NY,Richards,Dane,M-F,"$      145,000.00","$           156,500.00",2011
1983,PHI,Richter,Ryan,F,"$        32,604.00","$             32,604.00",2011
1984,LA,Ricketts,Donovan,GK,"$      170,000.00","$           195,000.00",2011
1985,CLB,Riggs,Alex,GK,"$        32,600.04","$             32,600.04",2011
1986,SEA,Riley,James,D,"$        92,000.00","$             97,962.50",2011
1987,RSL,Rimando,Nick,GK,"$      150,000.00","$           158,250.00",2011
1988,SJ,Ring,Brad,M,"$        42,000.00","$             42,000.00",2011
1989,TFC,Robinson,Dasan,D,"$        97,500.00","$           100,000.00",2011
1990,HOU,Robinson,Eddie,D,"$      120,000.00","$           120,000.00",2011
1991,NY,Robinson,Carl,M,"$        75,000.00","$             75,000.00",2011
1992,KC,Rocastle,Craig,M,"$      110,000.00","$           116,062.50",2011
1993,VAN,Rochat,Alain,D,"$      150,000.00","$           150,000.00",2011
1994,NY,Rodgers,Luke,F,"$      180,000.00","$           180,000.00",2011
1995,CLB,Rogers,Robbie,M-F,"$      140,000.00","$           140,000.00",2011
1996,NY,Rooney,John,M,"$        48,000.00","$             58,000.00",2011
1997,SEA,Rosales,Mauro,M,"$        42,000.00","$             42,000.00",2011
1998,NY,Rost,Frank,GK,"$      545,460.00","$           545,460.00",2011
1999,CLB,Rusmir,Dejan,M,"$      159,996.00","$           170,496.00",2011
2000,RSL,Russell,Robbie,D-M,"$      128,250.00","$           134,001.43",2011
2001,KC,Saad,Soony,F,"$        32,604.00","$             32,604.00",2011
2002,RSL,Saborio,Alvaro,F,"$      250,000.00","$           305,625.00",2011
2003,VAN,Salgado,Omar,F,"$        80,000.00","$           121,868.67",2011
2004,VAN,Salinas,Shea,M,"$        44,000.00","$             44,000.00",2011
2005,DAL,Sanchez,Richard,GK,"$        32,600.00","$             33,600.00",2011
2006,DAL,Santos,Maicon,F,"$      126,000.00","$           126,000.00",2011
2007,VAN,Sanvezzo,Camilo,F,"$      127,920.00","$           133,545.00",2011
2008,SEA,Sanyang,Amadou,M,"$        32,604.00","$             32,604.00",2011
2009,KC,Sapong,Charles,F,"$        42,000.00","$             42,000.00",2011
2010,HOU,Sarkodie,Kofi,D,"$        65,000.00","$           110,500.00",2011
2011,KC,Sassano,Luke,M-D,"$        51,600.00","$             55,025.00",2011
2012,LA,Saunders,Josh,GK,"$        63,222.00","$             66,355.75",2011
2013,NE,Schilawski,Zack,F,"$        49,875.00","$             59,875.00",2011
2014,NY,Schneider,Teddy David,D,"$        32,604.00","$             32,604.00",2011
2015,RSL,Schuler,Chris,D,"$        32,600.00","$             32,600.00",2011
2016,SEA,Scott,Zach,D,"$        44,109.00","$             44,109.00",2011
2017,SJ,Sealy,Scott,F,"$      150,000.00","$           157,000.00",2011
2018,SEA,Seamon,Michael,M,"$        42,000.00","$             42,000.00",2011
2019,CHI,Segares,Gonzalo,D,"$      160,000.00","$           167,750.00",2011
2020,DAL,Seitz,Chris,GK,"$      100,000.00","$           100,000.00",2011
2021,DC,Shanosky,Conor,D,"$        55,000.00","$             69,218.83",2011
2022,POOL,Sharpe,Chris,GK,"$        42,000.00","$             42,000.00",2011
2023,DAL,Shea,Brek,M-D,"$      100,000.00","$           128,000.00",2011
2024,NE,Shuttleworth,Robert,GK,"$        42,000.00","$             42,000.00",2011
2025,DC,Simms,Clyde,M,"$      173,250.00","$           179,250.00",2011
2026,KC,Sinovic,Seth,M-D,"$        32,604.00","$             32,604.00",2011
2027,CLB,Sippola,Ben,M-D,"$        32,600.04","$             32,600.04",2011
2028,COL,Smith,Jamie,M,"$      136,992.00","$           146,992.00",2011
2029,KC,Smith,Ryan,M-F,"$      140,000.00","$           144,375.00",2011
2030,NE,Soares,AJ,D,"$        42,000.00","$             82,000.00",2011
2031,NY,Solli,Jan Gunnar,M,"$      180,000.00","$           180,000.00",2011
2032,TFC,Soolsma,Nick,M-F,"$        86,004.00","$             86,004.00",2011
2033,HOU,Soto,Josue,M,"$        32,600.04","$             38,225.04",2011
2034,NE,Sousa,Andrew,M,"$        32,604.00","$             32,604.00",2011
2035,LA,Stephens,Michael,M,"$        57,750.00","$             79,000.00",2011
2036,SJ,Stephenson,Khari,M,"$      165,000.00","$           178,333.33",2011
2037,DAL,Stewart,Jack,D,"$        42,000.00","$             42,000.00",2011
2038,TFC,Stinson,Matthew,M,"$        32,604.00","$             32,604.00",2011
2039,KC,Stojcev,Milos,M,"$        90,000.00","$             99,000.00",2011
2040,TFC,Sturgis,Nathan,D-M,"$        85,000.00","$             89,250.00",2011
2041,NY,Sutton,Greg,GK,"$        75,600.00","$             80,100.00",2011
2042,VAN,Sylvestre,Brian,GK,"$        32,600.04","$             32,600.04",2011
2043,NY,Tainio,Teemu,M,"$      159,996.00","$           164,996.00",2011
2044,PHI,Tait,Joe,D,"$        42,000.00","$             42,000.00",2011
2045,VAN,Tan,Long,F,"$        32,600.04","$             32,600.04",2011
2046,HOU,Taylor,Jermaine,D,"$        57,500.00","$             62,500.00",2011
2047,POR,Taylor,Christopher,D,"$        32,600.04","$             32,600.04",2011
2048,CLB,Tchani,Tony,M,"$        90,000.00","$           194,000.00",2011
2049,VAN,Teibert,Russell,M,"$        50,004.00","$             55,604.00",2011
2050,SEA,Tetteh,Michael,M,"$        60,000.00","$             77,663.06",2011
2051,KC,Thomas,Shavar,D,"$      160,000.00","$           174,375.00",2011
2052,LA,Thomas,Ryan,D,"$        32,604.00","$             32,604.00",2011
2053,COL,Thompson,Wells,M,"$        77,500.00","$             85,625.00",2011
2054,POR,Thompson,Spencer,F,"$        32,604.00","$             32,604.00",2011
2055,CHV,Thornton,Zach,GK,"$      155,000.00","$           162,500.00",2011
2056,VAN,Thorrington,John,M,"$      194,700.00","$           207,200.00",2011
2057,NE,Tierney,Chris,D-M,"$        65,000.00","$             66,666.67",2011
2058,RSL,Toia,Donny,F,"$        45,000.00","$             60,000.00",2011
2059,DAL,Top,Jonathan,F,"$        42,000.00","$             42,000.00",2011
2060,PHI,Torres,Roger,M,"$      105,600.00","$           108,725.00",2011
2061,CHV,Trujillo,Mariano,M,"$        99,225.00","$             99,225.00",2011
2062,DAL,Ulloa,Victor,M,"$        42,000.00","$             44,500.00",2011
2063,CHV,Umana,Michael,D,"$      138,000.00","$           145,500.00",2011
2064,POR,Umony,Brian,F,"$        65,004.00","$             85,004.00",2011
2065,VAN,Vagenas,Peter,M,"$        48,000.00","$             48,000.00",2011
2066,PHI,Valdes,Carlos,D,"$      180,000.00","$           180,000.00",2011
2067,CHV,Valentin,Zarek,D,"$        80,000.00","$           132,000.00",2011
2068,CLB,Veeder,Korey,D,"$        32,600.00","$             34,475.00",2011
2069,TFC,Viator,Eddy,D,"$        90,000.00","$           101,875.00",2011
2070,CHI,Videira,Michael,M,"$        42,000.00","$             42,625.00",2011
2071,DAL,Villar,Ricardo,M,"$      150,000.00","$           150,000.00",2011
2072,VAN,Wagner,Blake,D,"$        42,000.00","$             42,000.00",2011
2073,SEA,Wahl,Tyson,D,"$        51,870.00","$             54,770.00",2011
2074,COL,Wallace,Anthony,D-M,"$        60,375.00","$             60,375.00",2011
2075,POR,Wallace,Rodney,M-D,"$        90,000.00","$           139,000.00",2011
2076,SJ,Ward,Tim,D,"$        60,500.00","$             60,500.00",2011
2077,RSL,Warner,Collen,M-F,"$        42,000.00","$             55,750.00",2011
2078,DAL,Warshaw,Bobby,D,"$        42,000.00","$             53,250.00",2011
2079,KC,Warzycha,Konrad,M,"$        32,604.00","$             32,604.00",2011
2080,HOU,Watson,Je-Vaughn,M,"$        75,000.00","$             91,875.00",2011
2081,CHI,Watson-Siriboe,Kwame,D,"$        44,000.00","$             44,000.00",2011
2082,HOU,Weaver,Cam,F,"$        89,250.00","$             97,500.00",2011
2083,SJ,Weber,Andrew,GK,"$        65,004.00","$             65,004.00",2011
2084,DC,White,Ethan,D,"$        55,000.00","$             71,000.00",2011
2085,SEA,White,O'Brian,F,"$      100,000.00","$           100,000.00",2011
2086,DAL,Wiedeman,Andrew,F,"$        75,000.00","$           118,000.00",2011
2087,CLB,Williams,Josh,D,"$        42,000.00","$             42,000.00",2011
2088,PHI,Williams,Sheanon,F,"$        42,000.00","$             42,000.00",2011
2089,RSL,Williams,Andy,M,"$        99,225.00","$             99,225.00",2011
2090,TFC,Williams,Dicoy,D,"$        50,004.00","$             50,004.00",2011
2091,DC,Willis,Joe,GK,"$        42,000.00","$             42,000.00",2011
2092,RSL,Wingert,Chris,D,"$      135,000.00","$           135,000.00",2011
2093,DC,Wolff,Josh,F,"$      160,000.00","$           160,000.00",2011
2094,SJ,Wondolowski,Chris,M,"$      175,000.00","$           175,000.00",2011
2095,DC,Woolard,Daniel,D,"$        50,000.00","$             50,000.00",2011
2096,COL,Wynne,Marvell,D,"$      225,000.00","$           301,666.67",2011
2097,TFC,Yourassowsky,Mikael,D,"$        80,004.00","$             81,670.67",2011
2098,SEA,Zakuani,Steve,F,"$        90,000.00","$           188,000.00",2011
2099,TFC,Zavarise,Gianluca,M,"$        42,000.00","$             46,517.75",2011
2100,DC,Zayner,Jed,D,"$        66,500.00","$             70,375.00",2011
2101,CHV,Zemanski,Ben,M,"$        44,000.00","$             44,000.00",2011
2102,NE,Zerka,Monsef,M-F,"$      216,000.00","$           226,000.00",2011
2103,POR,Zizzo,Sal,F,"$        65,000.00","$             73,250.00",2011
2104,SJ,Zura,Edmundo,F,"$        48,000.00","$             48,000.00",2011
2105,KC,Zusi,Graham,F-M,"$        42,000.00","$             42,000.00",2011
2106,PHI,Adu,Freddy,M,"$     400,000.00","$           519,000.00",2012
2107,CHV,Agudelo,Juan,F,"$       70,000.00","$           100,000.00",2012
2108,KC,Aiyegbusi,Olukorede,D,"$       44,100.00","$             44,100.00",2012
2109,COL,Akpan,Andre,F,"$       57,200.00","$             57,200.00",2012
2110,PHI,Albright,Chris,D,"$       55,000.00","$             55,000.00",2012
2111,VAN,Alderson,Bryce,M,"$       60,000.00","$             75,000.00",2012
2112,CHI,Alex,,M,"$       96,000.00","$           105,950.00",2012
2113,POR,Alexander,Eric,M,"$       56,925.00","$             56,925.00",2012
2114,SJ,Alexandre,Jean,M,"$       44,100.00","$             44,100.00",2012
2115,POR,Alhassan,Kalif,M,"$       70,000.00","$             79,250.00",2012
2116,SEA,Alonso,Osvaldo,M,"$     185,000.00","$           185,000.00",2012
2117,NE,Alston,Kevin,D,"$     120,000.00","$           169,000.00",2012
2118,RSL,Alvarez,Yordany,M,"$       44,100.00","$             44,100.00",2012
2119,TOR,Amarikwa,Quincy,F,"$       44,100.00","$             44,100.00",2012
2120,SJ,Ampaipitakwong,Anthony,M,"$       44,000.00","$             44,000.00",2012
2121,CHV,Angel,Juan Pablo,F,"$     350,000.00","$           600,000.00",2012
2122,POOL,Angevine,Scott,GK,"$       33,756.00","$             33,756.00",2012
2123,NY,Angulo,Jose,F,"$       33,750.00","$             33,750.00",2012
2124,CHI,Anibaba,Jalil,D,"$       65,450.00","$           105,450.00",2012
2125,CLB,Anor,Bernardo,M,"$       44,100.00","$             44,100.00",2012
2126,RSL,Araujo Jr.,Paulo,F,"$       65,000.00","$             65,000.00",2012
2127,MTL,Arguez,Bryan,D/M,"$       65,000.00","$             65,000.00",2012
2128,COL,Armstrong,David,M,"$       44,100.00","$             53,564.29",2012
2129,MTL,Arnaud,Davy,M,"$     275,000.00","$           290,000.00",2012
2130,CLB,Arrieta,Jairo,F,"$     216,000.00","$           225,375.00",2012
2131,NY,Arteaga,Jhonny,F,"$       44,000.00","$             44,000.00",2012
2132,HOU,Ashe,Corey,M,"$       90,000.00","$             94,500.00",2012
2133,DC,Augusto,Raphael,M,"$       44,004.00","$             44,004.00",2012
2134,TOR,Avila,Eric,M,"$     125,000.00","$           158,000.00",2012
2135,SJ,Baca,Rafael,M,"$       44,000.00","$             44,000.00",2012
2136,CLB,Balchan,Rich,D,"$       51,700.00","$             68,575.00",2012
2137,SJ,Ballouchy,Mehdi,M,"$     138,188.00","$           138,188.00",2012
2138,VAN,Barbara,Etienne,F,"$       87,500.00","$             87,500.00",2012
2139,NY,Barklage,Brandon,M,"$       44,000.00","$             45,566.67",2012
2140,NE,Barnes,Darrius,D,"$       68,063.00","$             69,313.00",2012
2141,HOU,Barnes,Giles,M,"$     120,000.00","$           132,750.00",2012
2142,CHI,Barouch,Orr,F,"$       44,000.00","$             44,000.00",2012
2143,LA,Barrett,Chad,F,"$     220,000.00","$           253,333.33",2012
2144,RSL,Beckerman,Kyle,M,"$     300,000.00","$           311,250.00",2012
2145,LA,Beckham,David,M,"$  3,000,000.00","$        3,999,999.96",2012
2146,SJ,Beitashour,Steven,D,"$       44,100.00","$             44,100.00",2012
2147,RSL,Beltran,Anthony,D,"$     125,000.00","$           160,500.00",2012
2148,POR,Bendik,Joe,GK,"$       44,000.00","$             44,000.00",2012
2149,NE,Bengston,Jerry,F,"$     120,000.00","$           126,840.00",2012
2150,DAL,Benitez,Jair,D,"$       80,000.00","$             80,000.00",2012
2151,SJ,Bernardez,Victor,D,"$     100,000.00","$           100,000.00",2012
2152,MTL,Bernier,Patrice,F-M,"$     130,000.00","$           149,333.25",2012
2153,CHI,Berry,Austin,D,"$       44,000.00","$             59,000.00",2012
2154,KC,Besler,Matt,D,"$       91,751.00","$           103,001.00",2012
2155,SJ,Bingham,David,GK,"$       71,000.00","$           115,375.00",2012
2156,CLB,Birchall,Chris,M,"$     102,000.00","$           109,000.00",2012
2157,CHV,Bolanos,Miller,M,"$       48,000.00","$             48,000.00",2012
2158,CHI,Bone,Corben,M,"$     100,000.00","$           161,200.00",2012
2159,RSL,Bonfigli,Emiliano,F,"$       44,000.00","$             44,000.00",2012
2160,VAN,Bonjour,Fernando,D,"$     192,000.00","$           276,987.50",2012
2161,RSL,Borchers,Nat,D,"$     200,004.00","$           211,972.75",2012
2162,NY,Borrajo,Jonathan,M-D,"$       44,000.00","$             44,000.00",2012
2163,DC,Boskovic,Branko,M,"$     195,240.00","$           242,340.00",2012
2164,HOU,Boswell,Bobby,D,"$     200,000.00","$           200,000.00",2012
2165,CHV,Bowen,Tristan,F,"$     100,000.00","$           131,363.63",2012
2166,POR,Boyd,Kris,F,"$  1,250,000.00","$        1,515,000.00",2012
2167,LA,Boyens,Andrew,D,"$       62,500.00","$             65,783.33",2012
2168,POR,Braun,Frederick,M,"$       44,000.00","$             44,000.00",2012
2169,RSL,Braun,Justin,F,"$     102,000.00","$           104,500.00",2012
2170,NE,Brettschneider,Blake,F,"$       33,756.00","$             33,756.00",2012
2171,MTL,Brovsky,Jeb,M,"$       33,750.00","$             33,750.00",2012
2172,HOU,Bruin,Will,F,"$       90,000.00","$           135,000.00",2012
2173,POR,Brunner,Eric,D,"$     100,000.00","$           100,625.00",2012
2174,LA,Buddle,Edson,F,"$     225,000.00","$           225,000.00",2012
2175,KC,Bunbury,Teal,F,"$     100,000.00","$           198,000.00",2012
2176,SEA,Burch,Marc,D,"$       65,000.00","$             65,000.00",2012
2177,CHV,Burling,Bobby,D,"$       48,000.00","$             51,333.33",2012
2178,SJ,Busch,Jon,GK,"$     155,004.00","$           166,337.33",2012
2179,MTL,Bush,Evan,GK,"$       44,000.00","$             44,000.00",2012
2180,NY,Cahill,Tim,M,"$  3,499,999.92","$        3,624,999.92",2012
2181,CHV,Califf,Danny,D,"$     275,000.00","$           275,000.00",2012
2182,MTL,Camara,Hassoun,D/M,"$       75,000.00","$             75,000.00",2012
2183,HOU,Camargo,Luiz,M,"$     192,000.00","$           202,000.00",2012
2184,TOR,Cann,Adrian,D,"$     126,000.00","$           134,750.00",2012
2185,VAN,Cannon,Joe,GK,"$     166,250.00","$           175,666.67",2012
2186,NE,Cardenas,Fernando,M/F,"$       99,996.00","$             99,996.00",2012
2187,CHV,Cardozo,Paolo,M,"$       70,000.00","$             81,250.00",2012
2188,HOU,Carr,Calen,F,"$       78,554.00","$             82,804.00",2012
2189,SEA,Carrasco,Servando,M,"$       44,100.00","$             44,100.00",2012
2190,PHI,Carroll,Brian,M,"$     168,000.00","$           168,000.00",2012
2191,COL,Cascio,Tony,M,"$       44,000.00","$             77,750.00",2012
2192,COL,Casey,Conor,F,"$     400,000.00","$           400,000.00",2012
2193,SEA,Caskey,Alex,M,"$       33,756.00","$             33,756.00",2012
2194,DAL,Castillo,Fabian,F,"$       50,000.00","$             56,250.00",2012
2195,COL,Castrillon,Jaime,M,"$       50,000.00","$             68,375.00",2012
2196,SEA,Cato,Cordell,F,"$       44,000.00","$             44,000.00",2012
2197,KC,Cesar,Julio,D,"$     252,000.00","$           255,750.00",2012
2198,COL,Ceus,Steward,GK,"$       44,100.00","$             44,100.00",2012
2199,DC,Chabala,Michael,M,"$       75,000.00","$             83,333.33",2012
2200,POR,Chara,Diego,M,"$     150,000.00","$           193,750.00",2012
2201,SJ,Chavez,Marvin,M,"$     150,000.00","$           150,000.00",2012
2202,HOU,Ching,Brian,F,"$     192,000.00","$           236,000.00",2012
2203,HOU,Clark,Colin,M,"$     105,427.00","$           110,427.00",2012
2204,HOU,Clark,Ricardo,M,"$     260,000.04","$           293,750.04",2012
2205,VAN,Clarke,Caleb,F,"$       44,000.04","$             44,000.04",2012
2206,KC,Collin,Aurelien,D,"$     210,000.00","$           216,250.00",2012
2207,NY,Conde,Wilman,D,"$     125,000.00","$           141,666.67",2012
2208,KC,Convey,Bobby,M,"$     200,000.00","$           215,000.00",2012
2209,NY,Cooper,Kenny,F,"$     275,000.00","$           292,500.00",2012
2210,TOR,Cordon,Oscar,M,"$       44,000.00","$             44,000.00",2012
2211,SJ,Corrales,Ramiro,M,"$     173,250.00","$           183,875.00",2012
2212,CHV,Correa,Jose Erik,F,"$       48,000.00","$             48,000.00",2012
2213,CHV,Courtois,Laurent,M,"$     120,000.00","$           120,000.00",2012
2214,HOU,Creavalle,Warren,D,"$       44,000.00","$             44,000.00",2012
2215,SJ,Cronin,Sam,M,"$       71,156.25","$           119,156.25",2012
2216,PHI,Cruz,Danny,M,"$     100,000.00","$           106,500.00",2012
2217,COL,Cummings,Omar,F,"$       81,999.96","$             95,999.96",2012
2218,PHI,Daniel,Keon,M,"$       55,000.00","$             59,410.00",2012
2219,POR,Danso,Mamdou,D,"$       82,500.00","$             82,500.00",2012
2220,VAN,Davidson,Jun Marques,M,"$       67,500.00","$             71,136.67",2012
2221,HOU,Davis,Brad,M,"$     265,000.00","$           312,062.50",2012
2222,SJ,Dawkins,Simon,M,"$       50,000.00","$             50,000.00",2012
2223,DAL,de Guzman,Julian,M,"$  1,863,996.00","$        1,910,746.00",2012
2224,LA,DeLaGarza,AJ,D,"$       90,000.00","$           112,500.00",2012
2225,DC,Deleon,Nick,M,"$       44,000.00","$             79,000.00",2012
2226,CHV,Delgado,Marco,M,"$       44,000.00","$             46,500.00",2012
2227,VAN,DeMerit,Jay,D,"$     300,000.00","$           350,000.00",2012
2228,HOU,Deric,Tyler,GK,"$       44,100.00","$             44,100.00",2012
2229,DC,DeRosario,Dwayne,M,"$     617,857.20","$           663,190.53",2012
2230,MTL,Di Vaio,Marco,F,"$  1,000,008.00","$        1,937,508.00",2012
2231,NY,Digao,Rodrigo,D,"$       90,000.00","$             90,000.00",2012
2232,POR,Dike,Bright,F,"$       55,000.00","$             57,937.50",2012
2233,HOU,Dixon,Alex,M,"$       47,250.00","$             52,250.00",2012
2234,LA,Donovan,Landon,F,"$  2,400,000.00","$        2,400,000.00",2012
2235,DC,Dudar,Emiliano,D,"$     225,000.00","$           238,333.33",2012
2236,CLB,Duka,Dilaver,M,"$     110,000.00","$           243,000.00",2012
2237,TOR,Dunfield,Terry,M,"$       86,000.00","$             86,000.00",2012
2238,LA,Dunivant,Todd,D,"$     140,000.00","$           146,750.00",2012
2239,SEA,Duran,Andrew,D,"$       33,750.00","$             33,750.00",2012
2240,KC,Dwyer,Dom,F,"$       60,000.00","$             72,500.00",2012
2241,DC,Dykstra,Andrew,GK,"$       44,004.00","$             44,004.00",2012
2242,TOR,Eckersley,Richard,D,"$     210,000.00","$           390,000.00",2012
2243,KC,Ellis,Kevin,D,"$       44,000.00","$             44,750.00",2012
2244,TOR,Emory,Logan,D,"$       44,000.00","$             44,000.00",2012
2245,RSL,Espindola,Fabian,F,"$     125,000.00","$           125,000.00",2012
2246,KC,Espinoza,Roger,M,"$     125,000.00","$           158,750.00",2012
2247,SEA,Estrada,David,F,"$       44,000.00","$             44,000.00",2012
2248,SEA,Evans,Brad,F,"$     145,475.00","$           159,225.00",2012
2249,NE,Fagundez,Diego,F,"$       55,000.00","$             56,000.00",2012
2250,PHI,Farfan,Gabriel,M,"$       46,200.00","$             46,200.00",2012
2251,PHI,Farfan,Michael,M,"$       57,200.00","$             94,700.00",2012
2252,NE,Feilhaber,Benny,M,"$     400,000.00","$           446,000.00",2012
2253,CHI,Fernandez,Alvaro,M,"$     300,000.00","$           366,666.67",2012
2254,RSL,Fernandez,Eduardo,GK,"$       33,750.00","$             33,750.00",2012
2255,MTL,Ferrari,Matteo,D,"$     130,000.00","$           185,475.00",2012
2256,DAL,Ferreira,David,M-F,"$     600,000.00","$           705,000.00",2012
2257,CLB,Finlay,Ethan,F,"$       44,000.00","$             59,000.00",2012
2258,SEA,Ford,Josh,GK,"$       44,000.00","$             44,000.00",2012
2259,CHI,Franco,Guillermo,F,"$     174,000.00","$           174,000.00",2012
2260,LA,Franklin,Sean,D,"$     205,000.00","$           228,333.33",2012
2261,COL,Freeman,Hunter,D,"$     105,000.00","$           110,792.50",2012
2262,TOR,Frei,Stefan,GK,"$     120,000.00","$           175,000.00",2012
2263,CHI,Friedrich,Arne,D,"$     175,000.00","$           230,833.33",2012
2264,TOR,Frings,Torsten,M,"$  2,000,000.00","$        2,413,666.67",2012
2265,POR,Fucito,Michael,MF,"$       44,100.00","$             44,100.00",2012
2266,PHI,Gaddis,Raymon,D,"$       33,750.00","$             33,750.00",2012
2267,HOU,Garcia,Oscar,F,"$     120,000.00","$           151,250.00",2012
2268,LA,Garcia,Rafael,M,"$       33,750.00","$             33,750.00",2012
2269,MTL,Gardner,Joshua,M,"$       54,120.00","$             54,120.00",2012
2270,CHI,Gargan,Daniel,M,"$       88,000.00","$             88,000.00",2012
2271,SJ,Garza,Sam,M,"$       65,000.00","$             91,500.00",2012
2272,NY,Gaudette,Bill,GK,"$       60,000.00","$             63,255.00",2012
2273,LA,Gaul,Bryan,F,"$       33,750.00","$             33,750.00",2012
2274,CLB,Gaven,Eddie,M-F,"$     190,000.00","$           195,000.00",2012
2275,NE,Gavin,Blair,M,"$       60,000.00","$             80,000.00",2012
2276,CLB,Gehrig,Eric,M,"$       44,000.00","$             44,000.00",2012
2277,CLB,George,Kevan,M,"$       33,750.00","$             33,750.00",2012
2278,CHI,Gibbs,Cory,D,"$     165,000.00","$           165,000.00",2012
2279,RSL,Gil,Luis,M,"$     101,531.00","$           196,614.33",2012
2280,SJ,Gjertsen,Joey,M,"$       85,000.00","$             93,625.00",2012
2281,POR,Gleeson,Jake,GK,"$       62,500.00","$             66,125.78",2012
2282,PHI,Gomez,Gabriel,M,"$     275,000.00","$           294,702.50",2012
2283,DAL,Goncalves,Jackson,D,"$     120,000.00","$           141,375.00",2012
2284,SEA,Gonzalez,Leonardo,D,"$     125,000.00","$           125,000.00",2012
2285,LA,Gonzalez,Omar,D,"$     180,000.00","$           257,000.00",2012
2286,SJ,Gordon,Alan,F,"$     110,000.00","$           120,000.00",2012
2287,RSL,Grabavoy,Ned,M,"$     120,000.00","$           126,666.67",2012
2288,CHI,Grazzini,Sebastian,M,"$       50,400.00","$             50,400.00",2012
2289,CLB,Grossman,Cole,M,"$       44,100.00","$             44,100.00",2012
2290,CLB,Gruenebaum,Andy,GK,"$       77,000.00","$             78,666.67",2012
2291,SEA,Gspurning,Michael,GK,"$     200,000.00","$           275,000.00",2012
2292,DAL,Guarda,Bruno,M,"$       60,000.00","$             75,000.00",2012
2293,CHI,Gulley,Kellen,F,"$       55,000.00","$             69,000.00",2012
2294,SJ,Guvenisik,Sercan,F,"$       90,000.00","$           103,333.33",2012
2295,NE,Guy,Ryan,F,"$       44,100.00","$             44,100.00",2012
2296,SEA,Hahnemann,Marcus,GK,"$       60,000.00","$             60,000.00",2012
2297,HOU,Hainault,Andrew,D,"$     150,000.00","$           163,125.00",2012
2298,TFC,Hall,Frederick,GK,"$       44,004.00","$             44,004.00",2012
